Startup Name;Industry;Funding Rounds; Investment Amount (USD)  ;Investment Amount (K USD) ; Valuation (USD) ;Valuation (K USD);Number of Investors;Country;Year Founded;Growth Rate (%);Ranking by value;Old;ROI (%);Average investment per round (K USD) 
Startup_3630;EdTech;5; $197.078.712.004 ;197078,71; $5.861.754.700.646.410 ;5861754700,65;13;Brazil;2007; 9.006 ;Superunicorn;18;29742,216;15159,90092
Startup_3631;EdTech;7; $183.310.861.277 ;183310,86; $6.827.002.250.577.070 ;6827002250,58;27;USA;2000; 19.358 ;Superunicorn;25;37241,75912;6789,291158
Startup_3632;Blockchain;7; $397.031.519.207 ;397031,52; $6.688.182.864.256.460 ;6688182864,26;40;Singapore;2007; 4.254 ;Superunicorn;18;16844,4708;9925,78798
Startup_3633;HealthTech;1; $248.983.941.255 ;248983,94; $8.327.772.043.718.000 ;8327772043,72;31;Australia;2003; 18.368 ;Superunicorn;22;33446,02474;8031,74004
Startup_3634;HealthTech;10; $54.247.830.948 ;54247,83; $18.432.519.228.610.600 ;18432519228,61;10;Brazil;2005; 1.593 ;Superunicorn;20;339782,5251;5424,783095
Startup_3635;EdTech;7; $351.514.068.322 ;351514,07; $15.035.741.865.585.100 ;15035741865,59;15;Singapore;2004; 18.096 ;Superunicorn;21;42773,22505;23434,27122
Startup_3636;AI;8; $261.017.153.983 ;261017,15; $6.387.601.831.016.030 ;6387601831,02;25;China;2021; 14.761 ;Superunicorn;4;24470,96184;10440,68616
Startup_3637;SaaS;1; $224.129.450.105 ;224129,45; $6.838.006.069.632.130 ;6838006069,63;20;Germany;2021; 479 ;Superunicorn;4;30508,18149;11206,47251
Startup_3638;HealthTech;7; $148.471.532.481 ;148471,53; $38.261.059.919.154.400 ;38261059919,15;42;China;2012; 1.127 ;Superunicorn;13;257698,6363;3535,036488
Startup_3639;E-commerce;9; $4.946.929.081 ;4946,93; $20.281.957.365.617.000 ;20281957365,62;45;India;2013; 741 ;Superunicorn;12;4099907,657;109,9317574
Startup_3640;Biotech;9; $155.874.285.505 ;155874,29; $39.475.634.029.089.800 ;39475634029,09;44;Canada;2014; 6.743 ;Superunicorn;11;253252,0231;3542,597398
Startup_3641;AI;3; $157.864.331.959 ;157864,33; $7.281.474.879.787.690 ;7281474879,79;34;Brazil;2011; 8.362 ;Superunicorn;14;46123,88958;4643,068587
Startup_3642;AI;9; $420.995.366.397 ;420995,37; $20.939.444.883.420.600 ;20939444883,42;38;India;2020; 19.026 ;Superunicorn;5;49736,9462;11078,82543
Startup_3643;SaaS;7; $445.036.380.197 ;445036,38; $1.205.169.100.153.080 ;1205169100,15;8;France;2015; 17.413 ;Superunicorn;10;2707,023779;55629,54752
Startup_3644;EdTech;8; $138.172.249.145 ;138172,25; $5.091.114.829.960.800 ;5091114829,96;16;Australia;2015; 16.319 ;Superunicorn;10;36845,14575;8635,765572
Startup_3645;Fintech;3; $98.490.691.313 ;98490,69; $4.727.308.353.769.780 ;4727308353,77;46;Germany;2004; 1.593 ;Superunicorn;21;47996,51419;2141,101985
Startup_3646;E-commerce;10; $204.595.131.066 ;204595,13; $33.746.357.585.533.700 ;33746357585,53;37;Singapore;2017; 12.825 ;Superunicorn;8;164941,1343;5529,598137
Startup_3647;Blockchain;10; $442.221.676.493 ;442221,68; $1.761.431.143.154.410 ;1761431143,15;25;China;2001; 11.258 ;Superunicorn;24;3982,140666;17688,86706
Startup_3648;Fintech;2; $322.395.620.397 ;322395,62; $14.775.699.336.101.300 ;14775699336,10;5;USA;2018; 16.231 ;Superunicorn;7;45829,95551;64479,12408
Startup_3649;EdTech;6; $489.966.484.933 ;489966,48; $1.770.283.475.014.450 ;1770283475,01;6;USA;2013; 11.586 ;Superunicorn;12;3612,070546;81661,08082
Startup_3650;Blockchain;9; $10.176.948.706 ;10176,95; $22.237.987.286.866.800 ;22237987286,87;41;China;2012; 3.329 ;Superunicorn;13;2185132,082;248,2182611
Startup_3651;Biotech;8; $35.645.659.173 ;35645,66; $12.083.467.023.399.400 ;12083467023,40;1;Brazil;2008; 7.851 ;Superunicorn;17;338987,4576;35645,65917
Startup_3652;SaaS;5; $220.648.303.639 ;220648,30; $5.559.942.539.366.800 ;5559942539,37;10;USA;2007; 3.869 ;Superunicorn;18;25197,21112;22064,83036
Startup_3653;EdTech;6; $288.786.335.903 ;288786,34; $4.963.527.860.187.000 ;4963527860,19;38;UK;2006; 16.611 ;Superunicorn;19;17186,54402;7599,640419
Startup_3654;Biotech;9; $306.693.012.976 ;306693,01; $1.236.510.887.118.540 ;1236510887,12;25;France;2011; 15.894 ;Superunicorn;14;4030,754343;12267,72052
Startup_3655;Biotech;10; $401.685.361.584 ;401685,36; $13.298.991.057.718.100 ;13298991057,72;8;India;2011; 6.636 ;Superunicorn;14;33106,98035;50210,6702
Startup_3656;Blockchain;1; $20.700.642.221 ;20700,64; $9.409.751.441.328.300 ;9409751441,33;34;France;2017; 18.336 ;Superunicorn;8;454562,2614;608,8424183
Startup_3657;Blockchain;3; $20.858.152.452 ;20858,15; $32.888.764.641.183.600 ;32888764641,18;28;China;2001; 3.724 ;Superunicorn;24;1576781,254;744,9340161
Startup_3658;SaaS;10; $434.448.816.631 ;434448,82; $14.071.454.800.036.400 ;14071454800,04;36;Australia;2007; 3.003 ;Superunicorn;18;32388,21194;12068,02268
Startup_3659;HealthTech;3; $290.244.046.785 ;290244,05; $12.484.006.398.268.000 ;12484006398,27;15;Australia;2001; 17.323 ;Superunicorn;24;43011,10149;19349,60312
Startup_3660;HealthTech;2; $168.877.744.195 ;168877,74; $4.329.733.177.981.530 ;4329733177,98;5;USA;2016; 9.829 ;Superunicorn;9;25637,26985;33775,54884
Startup_3661;E-commerce;2; $281.892.267.281 ;281892,27; $5.328.209.822.911.830 ;5328209822,91;6;Singapore;2000; 3.387 ;Superunicorn;25;18900,58206;46982,04455
Startup_3662;SaaS;1; $11.051.110.932 ;11051,11; $2.160.708.645.842.010 ;2160708645,84;41;Australia;2011; 14.168 ;Superunicorn;14;195518,587;269,539291
Startup_3663;E-commerce;10; $245.059.233.678 ;245059,23; $9.015.451.811.053 ;9015451,81;18;UK;2001; 13.544 ;Superunicorn;24;35,78886805;13614,40187
Startup_3664;HealthTech;10; $4.241.573.141 ;4241,57; $8.221.968.005.604.190 ;8221968005,60;45;USA;2020; 5.312 ;Superunicorn;5;1938423,196;94,25718091
Startup_3665;Biotech;9; $337.900.934.565 ;337900,93; $7.302.436.034.324.660 ;7302436034,32;28;UK;2015; 2.169 ;Superunicorn;10;21610,17442;12067,89052
Startup_3666;EdTech;4; $20.420.435.681 ;20420,44; $9.952.965.902.461.880 ;9952965902,46;34;Singapore;2014; 14.063 ;Superunicorn;11;487401,2307;600,6010494
Startup_3667;SaaS;5; $421.766.853.328 ;421766,85; $1.897.368.783.965.540 ;1897368783,97;2;Germany;2023; 4.602 ;Superunicorn;2;4497,619958;210883,4267
Startup_3668;EdTech;4; $336.563.413.043 ;336563,41; $16.560.378.150.313.900 ;16560378150,31;47;UK;2013; 15.343 ;Superunicorn;12;49203,3327;7160,923682
Startup_3669;Biotech;6; $416.870.562.729 ;416870,56; $9.426.331.888.870.650 ;9426331888,87;36;China;2008; 1.745 ;Superunicorn;17;22611,13127;11579,73785
Startup_3670;Blockchain;6; $27.102.187.063 ;27102,19; $1.287.622.847.298.750 ;1287622847,30;18;Canada;2004; 7.405 ;Superunicorn;21;47508,92399;1505,677059
Startup_3671;SaaS;4; $409.792.216.752 ;409792,22; $7.748.269.535.648.810 ;7748269535,65;24;Canada;2011; 15.999 ;Superunicorn;14;18906,80063;17074,6757
Startup_3672;SaaS;10; $73.646.322.947 ;73646,32; $1.740.058.613.739.520 ;1740058613,74;32;Brazil;2004; 10.686 ;Superunicorn;21;23626,23004;2301,447592
Startup_3673;Biotech;6; $297.328.529.006 ;297328,53; $8.015.152.551.499.240 ;8015152551,50;48;Singapore;2020; 8.276 ;Superunicorn;5;26956,22667;6194,344354
Startup_3674;EdTech;7; $393.422.537.415 ;393422,54; $11.824.682.898.762.400 ;11824682898,76;31;UK;2001; 1.233 ;Superunicorn;24;30054,93675;12691,04959
Startup_3675;HealthTech;4; $325.261.338.721 ;325261,34; $9.228.434.981.352.010 ;9228434981,35;26;India;2005; 11.238 ;Superunicorn;20;28371,36979;12510,05149
Startup_3676;EdTech;5; $279.273.717.008 ;279273,72; $80.770.949.197.035.100 ;80770949197,04;31;UK;2006; 8.069 ;Superunicorn;19;289216,8686;9008,829581
Startup_3677;AI;2; $359.427.563.176 ;359427,56; $16.418.352.528.479.000 ;16418352528,48;39;Australia;2007; 8.103 ;Superunicorn;18;45678,16935;9216,091363
Startup_3678;Fintech;7; $81.577.384.816 ;81577,38; $2.888.336.799.378.790 ;2888336799,38;26;Brazil;2023; 782 ;Superunicorn;2;35405,09699;3137,591724
Startup_3679;Biotech;9; $212.579.512.561 ;212579,51; $6.568.795.202.708.690 ;6568795202,71;5;China;2017; 17.482 ;Superunicorn;8;30899,41521;42515,90251
Startup_3680;HealthTech;3; $311.377.041.809 ;311377,04; $7.661.034.812.311.620 ;7661034812,31;38;Brazil;2021; 16.108 ;Superunicorn;4;24602,72405;8194,132679
Startup_3681;HealthTech;9; $304.420.496.824 ;304420,50; $6.911.721.342.865.650 ;6911721342,87;9;Germany;2019; 6.808 ;Superunicorn;6;22703,52028;33824,49965
Startup_3682;Biotech;3; $445.593.472.393 ;445593,47; $729.819.620.530.952 ;729819620,53;34;Germany;2022; 14.821 ;Superunicorn;3;1636,859766;13105,69036
Startup_3683;Biotech;2; $22.303.396.541 ;22303,40; $539.732.421.242.665 ;539732421,24;40;Singapore;2010; 5.568 ;Superunicorn;15;24198,56172;557,5849135
Startup_3684;EdTech;8; $468.790.224.793 ;468790,22; $7.861.612.484.786.240 ;7861612484,79;28;Singapore;2012; 14.954 ;Superunicorn;13;16769,00089;16742,50803
Startup_3685;Biotech;5; $278.359.898.407 ;278359,90; $8.309.531.783.585.210 ;8309531783,59;20;Singapore;2005; 5.041 ;Superunicorn;20;29850,75606;13917,99492
Startup_3686;AI;8; $5.144.259.107 ;5144,26; $21.080.759.822.418.100 ;21080759822,42;14;Canada;2015; 13.174 ;Superunicorn;10;4097918,522;367,4470791
Startup_3687;Biotech;1; $288.163.264.662 ;288163,26; $1.344.552.492.022.450 ;1344552492,02;12;France;2023; 11.928 ;Superunicorn;2;4664,939961;24013,60539
Startup_3688;HealthTech;1; $103.920.184.617 ;103920,18; $27.796.566.814.850.400 ;27796566814,85;9;Canada;2018; 7.078 ;Superunicorn;7;267478,9599;11546,68718
Startup_3689;E-commerce;5; $36.724.866.092 ;36724,87; $8.997.025.390.543.950 ;8997025390,54;24;UK;2021; 8.022 ;Superunicorn;4;244983,5663;1530,202754
Startup_3690;Fintech;4; $484.771.732.499 ;484771,73; $11.360.884.863.462.300 ;11360884863,46;4;India;2016; 8.808 ;Superunicorn;9;23434,53492;121192,9331
Startup_3691;AI;10; $57.791.568.039 ;57791,57; $2.036.439.374.527.640 ;2036439374,53;21;Singapore;2002; 1.871 ;Superunicorn;23;35236,65566;2751,97943
Startup_3692;Blockchain;9; $145.721.725.395 ;145721,73; $3.158.239.381.664.940 ;3158239381,66;19;UK;2003; 10.285 ;Superunicorn;22;21672,08528;7669,564494
Startup_3693;Blockchain;8; $464.826.643.506 ;464826,64; $7.773.188.526.819.590 ;7773188526,82;14;Brazil;2001; 16.513 ;Superunicorn;24;16721,76888;33201,90311
Startup_3694;Blockchain;5; $112.415.769.865 ;112415,77; $4.688.320.475.756.160 ;4688320475,76;9;Australia;2010; 17.655 ;Superunicorn;15;41704,18497;12490,6411
Startup_3695;EdTech;4; $480.015.058.401 ;480015,06; $2.325.364.472.884.360 ;2325364472,88;4;China;2001; 2.102 ;Superunicorn;24;4843,357343;120003,7646
Startup_3696;E-commerce;8; $323.624.150.925 ;323624,15; $1.556.522.466.157.760 ;1556522466,16;42;Australia;2020; 2.235 ;Superunicorn;5;4808,661027;7705,336927
Startup_3697;Fintech;4; $249.117.214.257 ;249117,21; $6.072.369.870.819.570 ;6072369870,82;36;Germany;2021; 15.696 ;Superunicorn;4;24374,55305;6919,922618
Startup_3698;E-commerce;2; $22.124.929.261 ;22124,93; $914.373.318.953.877 ;914373318,95;46;Germany;2014; 768 ;Superunicorn;11;41326,73977;480,9767231
Startup_3699;EdTech;2; $329.337.318.156 ;329337,32; $7.450.044.656.792.670 ;7450044656,79;48;Australia;2005; 1.662 ;Superunicorn;20;22620,31938;6861,194128
Startup_3700;EdTech;5; $230.948.608.314 ;230948,61; $5.591.945.571.049.540 ;5591945571,05;21;Germany;2001; 5.989 ;Superunicorn;24;24211,94336;10997,55278
Startup_3701;Blockchain;1; $355.386.314.578 ;355386,31; $6.588.208.941.834.270 ;6588208941,83;50;Brazil;2019; 8.385 ;Superunicorn;6;18537,16163;7107,726292
Startup_3702;EdTech;9; $214.172.904.897 ;214172,90; $7.571.194.756.824.560 ;7571194756,82;10;China;2022; 4.081 ;Superunicorn;3;35349,85244;21417,29049
Startup_3703;SaaS;1; $375.215.916.872 ;375215,92; $8.811.005.914.590.680 ;8811005914,59;13;Singapore;2008; 11.762 ;Superunicorn;17;23481,49506;28862,76284
Startup_3704;HealthTech;4; $269.517.685.291 ;269517,69; $6.711.823.443.311.300 ;6711823443,31;20;Singapore;2011; 18.511 ;Superunicorn;14;24902,091;13475,88426
Startup_3705;Fintech;7; $137.369.675.005 ;137369,68; $6.087.769.057.656.690 ;6087769057,66;42;China;2011; 7.868 ;Superunicorn;14;44315,68822;3270,706548
Startup_3706;SaaS;10; $70.458.931.013 ;70458,93; $20.413.651.827.294.200 ;20413651827,29;15;China;2022; 13.551 ;Superunicorn;3;289723,1206;4697,262068
Startup_3707;Blockchain;10; $46.487.407.309 ;46487,41; $16.330.196.533.709.400 ;16330196533,71;10;Canada;2023; 3.301 ;Superunicorn;2;351281,1531;4648,740731
Startup_3708;EdTech;6; $11.678.887.634 ;11678,89; $5.798.657.479.197.680 ;5798657479,20;19;Germany;2019; 5.983 ;Superunicorn;6;496506,6864;614,6782965
Startup_3709;Biotech;4; $172.260.029.269 ;172260,03; $4.848.252.985.593.760 ;4848252985,59;1;France;2003; 7.824 ;Superunicorn;22;28143,96785;172260,0293
Startup_3710;E-commerce;1; $436.750.927.059 ;436750,93; $10.955.358.363.282.200 ;10955358363,28;19;Canada;2015; 13.532 ;Superunicorn;10;25082,76671;22986,8909
Startup_3711;Blockchain;2; $33.351.089.893 ;33351,09; $10.447.284.039.865.800 ;10447284039,87;32;France;2007; 10.879 ;Superunicorn;18;313250,653;1042,221559
Startup_3712;Fintech;2; $290.895.975.913 ;290895,98; $7.431.302.561.098.660 ;7431302561,10;44;France;2010; 8.474 ;Superunicorn;15;25545,25425;6611,27218
Startup_3713;Biotech;5; $113.676.197.802 ;113676,20; $18.633.730.109.302.500 ;18633730109,30;25;Canada;2016; 12.478 ;Superunicorn;9;163918,3646;4547,047912
Startup_3714;Blockchain;2; $7.411.594.572 ;7411,59; $36.119.666.287.218.900 ;36119666287,22;24;UK;2010; 8.189 ;Superunicorn;15;4873399,175;308,8164405
Startup_3715;Fintech;2; $224.166.243.516 ;224166,24; $67.113.632.824.435.400 ;67113632824,44;39;UK;2008; 6.364 ;Superunicorn;17;299391,2357;5747,852398
Startup_3716;Blockchain;2; $200.463.280.274 ;200463,28; $7.134.086.871.914.940 ;7134086871,91;38;Singapore;2010; 5.849 ;Superunicorn;15;35586,99827;5275,349481
Startup_3717;E-commerce;1; $2.988.015.838 ;2988,02; $12.316.622.517.400.000 ;12316622517,40;37;Australia;2003; 12.758 ;Superunicorn;22;4122006,106;80,75718481
Startup_3718;E-commerce;6; $200.776.375.527 ;200776,38; $7.249.681.452.229.120 ;7249681452,23;20;UK;2008; 10.466 ;Superunicorn;17;36107,23949;10038,81878
Startup_3719;Blockchain;10; $270.946.355.407 ;270946,36; $83.392.627.748.764 ;83392627,75;1;Germany;2019; 1.852 ;Superunicorn;6;306,7827994;270946,3554
Startup_3720;Blockchain;9; $427.703.828.589 ;427703,83; $1.999.664.974.784.540 ;1999664974,78;39;USA;2009; 16.632 ;Superunicorn;16;4674,349719;10966,76484
Startup_3721;Fintech;7; $343.584.103.392 ;343584,10; $12.605.049.791.462.200 ;12605049791,46;15;China;2021; 15.974 ;Superunicorn;4;36685,94118;22905,60689
Startup_3722;HealthTech;2; $219.741.683.608 ;219741,68; $6.927.618.741.293.280 ;6927618741,29;49;China;2015; 14.176 ;Superunicorn;10;31525,19306;4484,524155
Startup_3723;Fintech;6; $467.373.559.869 ;467373,56; $20.592.438.736.504.500 ;20592438736,50;44;India;2022; 15.428 ;Superunicorn;3;44058,91375;10622,12636
Startup_3724;HealthTech;7; $392.134.062.744 ;392134,06; $17.950.489.103.688.200 ;17950489103,69;48;China;2018; 1.914 ;Superunicorn;7;45775,40865;8169,459641
Startup_3725;AI;4; $372.314.304.122 ;372314,30; $16.424.720.121.059.800 ;16424720121,06;13;USA;2009; 10.361 ;Superunicorn;16;44114,20035;28639,56186
Startup_3726;HealthTech;5; $375.887.594.834 ;375887,59; $6.984.952.664.724.380 ;6984952664,72;3;India;2006; 1.478 ;Superunicorn;19;18581,55702;125295,8649
Startup_3727;Biotech;3; $66.660.038.414 ;66660,04; $11.008.377.999.562.000 ;11008377999,56;44;USA;2020; 19.101 ;Superunicorn;5;165141,089;1515,000873
Startup_3728;Blockchain;3; $297.466.603.173 ;297466,60; $14.755.029.726.988.600 ;14755029726,99;43;USA;2023; 4.213 ;Superunicorn;2;49601,30685;6917,827981
Startup_3729;HealthTech;10; $16.066.143.056 ;16066,14; $5.856.469.675.738.040 ;5856469675,74;19;Canada;2020; 14.001 ;Superunicorn;5;364521,4405;845,5864766
Startup_3730;AI;5; $319.186.631.009 ;319186,63; $10.714.923.041.892.900 ;10714923041,89;27;China;2003; 16.432 ;Superunicorn;22;33568,46063;11821,72707
Startup_3731;HealthTech;10; $335.071.766.885 ;335071,77; $54.676.619.295.799.900 ;54676619295,80;35;China;2002; 9.289 ;Superunicorn;23;163177,8312;9573,479054
Startup_3732;HealthTech;7; $120.589.789.195 ;120589,79; $3.558.932.017.610.510 ;3558932017,61;32;Singapore;2020; 16.838 ;Superunicorn;5;29511,71448;3768,430912
Startup_3733;Biotech;8; $3.010.145.588 ;3010,15; $7.946.693.671.823.950 ;7946693671,82;33;UK;2018; 3.002 ;Superunicorn;7;2639968,875;91,21653297
Startup_3734;HealthTech;7; $173.811.635.458 ;173811,64; $6.746.146.833.253.440 ;6746146833,25;31;USA;2021; 8.395 ;Superunicorn;4;38811,97599;5606,82695
Startup_3735;SaaS;10; $65.494.945.568 ;65494,95; $2.391.839.300.719.770 ;2391839300,72;44;USA;2001; 5.439 ;Superunicorn;24;36518,44864;1488,52149
Startup_3736;AI;8; $399.528.873.928 ;399528,87; $16.043.372.654.024.000 ;16043372654,02;3;UK;2011; 16.555 ;Superunicorn;14;40154,72766;133176,2913
Startup_3737;EdTech;2; $432.135.904.781 ;432135,90; $16.489.476.404.132.100 ;16489476404,13;28;Canada;2008; 12.965 ;Superunicorn;17;38157,07995;15433,42517
Startup_3738;HealthTech;7; $394.780.103.017 ;394780,10; $1.728.496.133.687.540 ;1728496133,69;38;UK;2013; 16.896 ;Superunicorn;12;4377,377027;10388,95008
Startup_3739;AI;4; $337.151.529.399 ;337151,53; $6.917.222.003.338.430 ;6917222003,34;23;China;2020; 15.731 ;Superunicorn;5;20515,65616;14658,76215
Startup_3740;Fintech;10; $158.558.662.513 ;158558,66; $4.413.436.694.714.620 ;4413436694,71;29;France;2018; 6.382 ;Superunicorn;7;27833,72454;5467,540087
Startup_3741;SaaS;5; $460.078.781.249 ;460078,78; $21.219.305.651.625.100 ;21219305651,63;13;Singapore;2019; 4.348 ;Superunicorn;6;46120,02648;35390,67548
Startup_3742;AI;10; $147.184.739.133 ;147184,74; $439.695.882.227.194 ;439695882,23;26;Australia;2020; 15.741 ;Superunicorn;5;2986,374131;5660,951505
Startup_3743;Blockchain;10; $452.208.734.304 ;452208,73; $15.947.237.399.522.000 ;15947237399,52;7;Brazil;2009; 10.178 ;Superunicorn;16;35264,21314;64601,24776
Startup_3744;E-commerce;5; $127.515.083.785 ;127515,08; $618.047.425.885.617 ;618047425,89;16;India;2004; 697 ;Superunicorn;21;4845,857388;7969,692737
Startup_3745;HealthTech;9; $406.581.883.018 ;406581,88; $646.143.321.443.979 ;646143321,44;24;India;2014; 5.851 ;Superunicorn;11;1588,208345;16940,91179
Startup_3746;EdTech;1; $135.824.237.659 ;135824,24; $25.436.561.835.960.200 ;25436561835,96;50;UK;2010; 14.761 ;Superunicorn;15;187274,5723;2716,484753
Startup_3747;SaaS;2; $473.187.489.855 ;473187,49; $748.608.762.549.715 ;748608762,55;4;Australia;2018; 803 ;Superunicorn;7;1581,055271;118296,8725
Startup_3748;SaaS;4; $150.946.108.411 ;150946,11; $6.926.140.337.000.920 ;6926140337,00;34;Brazil;2010; 18.741 ;Superunicorn;15;45883,85526;4439,591424
Startup_3749;SaaS;2; $37.433.943.725 ;37433,94; $12.704.984.145.017.700 ;12704984145,02;13;India;2019; 662 ;Superunicorn;6;339396,426;2879,534133
Startup_3750;EdTech;1; $33.735.887.595 ;33735,89; $10.575.045.280.120.000 ;10575045280,12;36;India;2015; 4.939 ;Superunicorn;10;313464,7492;937,1079888
Startup_3751;Fintech;1; $117.290.788.846 ;117290,79; $4.775.665.144.393.960 ;4775665144,39;4;Germany;2013; 9.993 ;Superunicorn;12;40715,45516;29322,69721
Startup_3752;Biotech;10; $159.531.271.868 ;159531,27; $4.842.842.694.710.720 ;4842842694,71;3;UK;2017; 10.652 ;Superunicorn;8;30355,69833;53177,09062
Startup_3753;Fintech;5; $432.389.621.527 ;432389,62; $10.230.479.963.712.000 ;10230479963,71;35;Canada;2017; 8.873 ;Superunicorn;8;23659,32729;12353,98919
Startup_3754;E-commerce;8; $333.256.986.297 ;333256,99; $8.823.674.972.308.900 ;8823674972,31;19;UK;2017; 7.232 ;Superunicorn;8;26476,08926;17539,84138
Startup_3755;Fintech;8; $248.637.604.878 ;248637,60; $8.684.619.181.579.420 ;8684619181,58;18;China;2018; 11.947 ;Superunicorn;7;34927,82416;13813,20027
Startup_3756;AI;1; $125.071.930.662 ;125071,93; $21.383.849.765.701.700 ;21383849765,70;10;Brazil;2016; 13.196 ;Superunicorn;9;170971,4129;12507,19307
Startup_3757;HealthTech;3; $101.185.683.274 ;101185,68; $4.147.385.922.988.010 ;4147385922,99;14;France;2019; 1.476 ;Superunicorn;6;40986,87288;7227,548805
Startup_3758;Blockchain;8; $158.844.449.978 ;158844,45; $2.702.682.964.149.910 ;2702682964,15;38;Canada;2011; 1.529 ;Superunicorn;14;17013,65153;4180,117105
Startup_3759;SaaS;8; $149.432.520.778 ;149432,52; $4.627.725.752.096.140 ;4627725752,10;40;Singapore;2004; 19.631 ;Superunicorn;21;30967,66551;3735,813019
Startup_3760;HealthTech;7; $382.408.554.621 ;382408,55; $14.273.889.286.565.600 ;14273889286,57;44;Australia;2014; 9.127 ;Superunicorn;11;37325,28131;8691,103514
Startup_3761;HealthTech;10; $444.903.416.538 ;444903,42; $1.918.907.890.970.200 ;1918907890,97;5;Canada;2015; 19.312 ;Superunicorn;10;4312,088683;88980,68331
Startup_3762;EdTech;9; $415.625.028.258 ;415625,03; $9.980.666.530.312.510 ;9980666530,31;15;India;2021; 7.621 ;Superunicorn;4;24012,63212;27708,33522
Startup_3763;Blockchain;4; $10.354.717.992 ;10354,72; $33.143.595.561.948.700 ;33143595561,95;30;Germany;2019; 3.959 ;Superunicorn;6;3200819,687;345,1572664
Startup_3764;Blockchain;5; $83.317.647.687 ;83317,65; $34.413.663.982.578.300 ;34413663982,58;8;UK;2019; 527 ;Superunicorn;6;413040,7137;10414,70596
Startup_3765;HealthTech;9; $191.017.900.765 ;191017,90; $4.098.130.754.214.550 ;4098130754,21;37;India;2009; 585 ;Superunicorn;16;21453,17125;5162,645967
Startup_3766;E-commerce;7; $485.831.155.302 ;485831,16; $22.609.690.679.856.300 ;22609690679,86;42;USA;2010; 8.003 ;Superunicorn;15;46537,16544;11567,40846
Startup_3767;HealthTech;2; $476.611.719.023 ;476611,72; $15.145.864.462.937.400 ;15145864462,94;10;UK;2012; 7.767 ;Superunicorn;13;31777,20406;47661,1719
Startup_3768;E-commerce;9; $397.378.189.335 ;397378,19; $17.693.146.297.256.400 ;17693146297,26;46;Singapore;2004; 10.883 ;Superunicorn;21;44523,7041;8638,65629
Startup_3769;Blockchain;9; $99.010.045.817 ;99010,05; $4.074.059.745.096.380 ;4074059745,10;14;Singapore;2017; 5.573 ;Superunicorn;8;41146,94324;7072,14613
Startup_3770;EdTech;6; $236.229.975.918 ;236229,98; $10.794.902.683.174.800 ;10794902683,17;15;Australia;2018; 7.379 ;Superunicorn;7;45695,58292;15748,66506
Startup_3771;E-commerce;7; $28.861.584.631 ;28861,58; $5.948.958.312.383.870 ;5948958312,38;43;Australia;2019; 10.198 ;Superunicorn;6;206119,2941;671,1996426
Startup_3772;HealthTech;10; $330.446.111.018 ;330446,11; $10.247.404.373.622.000 ;10247404373,62;41;Canada;2011; 13.468 ;Superunicorn;14;31009,8185;8059,661244
Startup_3773;Blockchain;4; $14.840.381.324 ;14840,38; $40.751.120.948.866.500 ;40751120948,87;6;USA;2016; 14.832 ;Superunicorn;9;2745960,85;2473,396887
Startup_3774;EdTech;9; $181.402.122.231 ;181402,12; $272.988.595.577.859 ;272988595,58;22;USA;2001; 4.086 ;Superunicorn;24;1503,880936;8245,551011
Startup_3775;EdTech;10; $345.335.709.318 ;345335,71; $16.255.747.425.923.000 ;16255747425,92;8;UK;2002; 16.168 ;Superunicorn;23;47071,30381;43166,96366
Startup_3776;AI;2; $18.923.508.979 ;18923,51; $8.038.209.765.505.920 ;8038209765,51;41;USA;2007; 16.985 ;Superunicorn;18;424772,7444;461,5489995
Startup_3777;EdTech;2; $353.175.753.247 ;353175,75; $8.413.048.090.144.520 ;8413048090,14;26;Brazil;2015; 15.087 ;Superunicorn;10;23820,13725;13583,68282
Startup_3778;HealthTech;3; $409.277.205.069 ;409277,21; $8.972.187.285.356.380 ;8972187285,36;5;China;2021; 10.868 ;Superunicorn;4;21921,03029;81855,44101
Startup_3779;Blockchain;7; $301.224.210.867 ;301224,21; $11.732.943.269.013.100 ;11732943269,01;14;Canada;2004; 1.551 ;Superunicorn;21;38949,86399;21516,01506
Startup_3780;Biotech;2; $390.705.217.442 ;390705,22; $14.532.391.584.735.000 ;14532391584,74;44;Brazil;2014; 6.316 ;Superunicorn;11;37194,28416;8879,664033
Startup_3781;Fintech;9; $22.005.416.406 ;22005,42; $8.577.930.363.702.440 ;8577930363,70;30;UK;2008; 1.215 ;Superunicorn;17;389808,9543;733,5138802
Startup_3782;Fintech;6; $356.670.160.891 ;356670,16; $14.423.702.918.496.800 ;14423702918,50;34;France;2019; 17.252 ;Superunicorn;6;40438,89237;10490,29885
Startup_3783;HealthTech;8; $445.994.646.598 ;445994,65; $74.586.438.889.796.900 ;74586438889,80;17;India;2009; 10.706 ;Superunicorn;16;167235,1753;26234,97921
Startup_3784;AI;1; $25.655.698.130 ;25655,70; $4.798.312.451.594.400 ;4798312451,59;29;UK;2012; 5.143 ;Superunicorn;13;187026,1636;884,6792459
Startup_3785;Fintech;8; $332.450.662.829 ;332450,66; $10.615.547.607.195.700 ;10615547607,20;39;France;2001; 12.296 ;Superunicorn;24;31930,197;8524,37597
Startup_3786;E-commerce;6; $499.783.090.286 ;499783,09; $19.495.881.135.071.200 ;19495881135,07;7;Germany;2020; 1.314 ;Superunicorn;5;39007,685;71397,58433
